"gene_id","AllFR1_S28_L001","AllFR2_S99","AllFR3_S34_L001","F1R1_S25_L001","F1R2_S96","F1R3_S31_L001","F2R1_S26_L001","F2R2_S97","F2R3_S32_L001","F3R1_S27_L001","F3R2_S98","F3R3_S33_L001","FAR1_S29_L001","FAR2_S94","FAR3_S35_L001","P1R1_S30_L001","P1R2_S95","P1R3_S36_L001"
"PA14_43870",3,22,49,85,226,69,45,127,44,81,164,85,222,177,143,219,220,178
"PA14_43880",0,10,14,9,51,15,12,39,9,28,42,32,124,64,76,206,129,141
"PA14_43890",1,3,20,18,54,11,3,41,20,10,41,32,124,43,69,216,101,112
"PA14_43900",133,765,1171,1771,4215,1202,706,2651,1016,1330,2216,1614,4970,1781,3548,4689,7273,3108
"PA14_43910",1,7,17,21,75,23,0,45,19,33,35,51,64,42,53,37,61,51
"PA14_43920",22,89,195,301,653,183,198,394,212,383,471,400,642,520,642,789,550,742
"PA14_43940",117,813,830,1417,6669,1261,705,3209,1250,1747,3673,2309,10062,4932,6754,11008,8401,10080
"PA14_43950",114,1582,1048,2621,13713,1791,1506,5882,2044,3851,6060,3525,13449,9337,8828,14396,10266,11859
"PA14_43970",307,2426,2526,4723,20097,3404,2992,9675,3902,6142,10013,6386,18665,15416,12808,19086,15012,16393
"PA14_44000",110,858,1015,1808,7624,1288,1050,3647,1320,2269,3371,2349,9851,7734,7897,10374,8460,8621
"PA14_44010",572,2613,5500,6149,20690,5589,4074,11344,6452,7871,12027,9964,22526,14232,15482,23634,18762,20302
"PA14_44020",77,586,879,1019,4464,1080,853,2786,1209,1570,2761,2296,7787,4137,5571,7716,6445,6801
"PA14_44030",125,1483,1636,2427,11989,2049,1820,6844,2969,3671,6204,4177,14851,8938,10287,16189,12066,14261
"PA14_44050",131,1141,1020,2425,9782,1901,1838,5686,2958,3558,4961,3297,6037,5881,3666,6899,3758,5462
"PA14_44060",108,658,872,1527,6478,1293,1355,3730,1799,2506,3136,2241,5294,4254,3424,6628,4208,4714
"PA14_44070",82,542,635,687,3749,775,473,2152,974,983,2305,1225,3951,2124,2360,6985,3933,4723
"PA14_44080",36,487,483,1181,4302,542,651,1976,478,1094,2030,927,2984,2381,1630,3707,2613,2424
"PA14_44090",0,1,7,4,22,2,1,19,1,10,11,4,38,28,36,41,40,35
"PA14_44100",19,95,178,409,1097,234,199,540,234,372,535,435,508,636,427,358,539,408
"PA14_44110",1,0,3,11,11,2,0,7,0,5,9,7,24,13,21,30,27,31
"PA14_44120",42,242,434,908,2388,481,412,1238,406,876,1236,861,1988,1576,1351,2408,1628,1843
"PA14_44130",27,57,166,123,448,130,58,228,113,120,255,285,448,309,394,486,450,379
"PA14_44140",0,17,20,22,112,24,18,110,22,26,108,32,185,88,142,295,221,144
"PA14_44150",11,120,217,336,949,229,223,531,252,328,644,344,592,324,450,424,392,332
"PA14_44160",59,476,708,1357,4634,981,961,2296,1061,1501,2533,1724,2536,2455,2076,1855,2402,1812
"PA14_44170",33,180,297,367,957,330,165,700,278,301,735,464,1321,240,698,1588,1598,836
"PA14_44180",23,62,161,106,452,110,201,259,147,210,366,332,303,269,242,262,221,296
"PA14_44190",0,1,2,2,15,10,5,9,0,4,13,10,19,12,8,12,15,8
"PA14_44200",0,2,0,0,5,1,0,3,0,2,2,4,6,4,3,12,5,3
"PA14_44210",4,12,67,32,73,44,31,62,14,26,65,65,164,119,164,131,122,116
"PA14_44230",0,9,8,0,54,11,2,34,7,5,25,28,56,77,48,17,61,7
"PA14_44240",2,11,8,8,12,8,1,7,2,8,24,8,39,25,35,43,41,34
"PA14_44260",1,4,4,24,44,11,3,22,12,11,46,42,44,34,33,31,36,43
"PA14_44270",2,37,86,64,322,79,53,231,65,57,186,113,401,297,300,255,333,145
"PA14_44280",20,80,198,228,678,158,90,373,148,264,396,262,629,467,496,755,540,617
"PA14_44290",264,2760,3071,6523,26624,5149,2463,9661,3261,6685,9846,6296,26898,22248,21303,26020,23800,24973
"PA14_44300",33,397,588,1272,4111,1073,143,1146,401,215,529,458,5114,2971,4931,3875,3771,3155
"PA14_44311",17,49,102,152,264,75,124,147,101,248,176,173,597,244,309,596,343,376
"PA14_44320",1,23,50,34,222,52,36,121,62,66,105,64,184,163,158,231,188,148
"PA14_44340",129,660,1279,1401,4660,1363,1310,2769,1837,2775,3183,3282,8471,5190,6372,8636,5053,5865
"PA14_44350",30,185,251,489,1956,319,392,1057,419,1050,1234,873,3819,1572,2162,3768,2369,2484
"PA14_44360",66,424,805,974,3306,698,772,1860,963,1750,2454,2033,5180,2409,3179,4542,2905,3415
"PA14_44370",50,268,394,722,2213,526,472,1203,478,915,1326,813,3110,1887,1909,4815,2699,3406
"PA14_44380",24,231,281,464,1998,342,258,1042,392,734,1156,705,2696,1455,1637,2614,2352,2239
"PA14_44390",38,307,314,585,2621,545,302,1272,507,913,1461,1003,1637,1491,1032,1439,1259,1223
"PA14_44400",92,608,910,1398,4964,1226,694,2575,1146,1827,2999,2223,3757,3529,2601,3570,2951,3183
"PA14_44420",144,566,1172,999,4726,1185,625,2520,1393,1139,2406,2454,8706,5248,6598,6113,5632,4028
"PA14_44430",63,303,794,674,2816,679,429,1632,684,676,1810,1283,3165,1766,2389,2412,2752,1935
"PA14_44440",38,264,848,660,2161,655,453,1435,763,643,1599,1407,2769,2080,2456,1960,2189,1857
"PA14_44450",2,23,58,61,210,72,34,114,62,46,147,130,415,276,411,319,366,266
"PA14_44460",5,24,105,97,284,107,72,177,87,89,184,175,453,374,448,273,366,259
"PA14_44470",88,428,947,973,3559,981,505,1666,868,1271,1932,1763,6683,3583,4779,6662,3916,3743
"PA14_44480",18,263,289,812,2793,540,118,778,257,161,345,181,1418,929,961,1093,2063,641
"PA14_44490",91,614,1233,1197,4520,1204,706,2454,1203,1303,2145,1926,7415,5435,5117,6463,4953,3077
"PA14_44500",5,38,51,46,193,63,33,141,56,69,100,117,423,224,363,603,331,349
"PA14_44510",7,30,66,42,184,75,18,144,91,28,157,116,74,142,163,52,192,58
"PA14_44520",0,7,10,5,17,10,11,17,2,3,7,23,18,27,46,9,13,5
"PA14_44530",0,11,6,3,7,8,5,7,6,8,7,9,36,16,32,55,40,41
"PA14_44540",3,57,78,118,385,106,93,171,92,118,194,146,258,244,209,322,253,254
"PA14_44560",0,4,14,19,85,12,3,29,16,12,41,25,85,71,73,91,76,78
"PA14_44570",2,3,11,8,56,11,6,17,8,11,24,17,60,34,40,49,67,49
"PA14_44580",2,3,18,22,74,6,15,32,13,15,28,16,114,100,79,125,82,75
"PA14_44590",8,57,92,207,561,130,142,280,93,155,314,160,372,326,246,409,327,317
"PA14_44610",20,116,195,378,1234,308,211,619,322,271,486,409,1000,895,778,755,718,610
"PA14_44620",12,285,179,373,2297,338,228,1063,379,337,775,434,1474,1186,1008,1321,1350,941
"PA14_44630",46,266,540,739,2267,582,557,1459,574,782,1230,937,2142,1854,1655,2273,2157,1844
"PA14_44640",5,30,53,74,195,28,52,107,43,63,113,86,110,93,117,185,127,114
"PA14_44650",13,99,109,304,859,184,215,495,165,347,498,369,753,468,499,517,493,371
"PA14_44660",57,342,643,922,2609,567,465,1353,641,1131,1613,1099,3116,1809,1926,2742,2091,1920
"PA14_44670",227,925,1955,2185,8845,2067,1613,5113,2374,2272,4804,3802,4823,4780,3926,4067,3884,2565
"PA14_44680",113,728,1148,1891,6572,1569,1267,3427,1581,1900,3444,2460,4775,3788,3855,3550,4034,3175
"PA14_44690",9,150,237,217,1097,286,166,694,297,227,532,405,1540,1034,1161,855,1140,523
"PA14_44700",6,12,41,47,114,47,21,77,40,65,44,54,137,81,95,88,112,65
"PA14_44710",16,52,164,116,442,130,38,195,135,100,233,201,598,471,619,516,638,410
"PA14_44740",15,107,310,291,1246,302,106,562,265,338,625,522,1208,955,1080,1059,1088,895
"PA14_44760",6,75,104,169,519,163,90,247,115,167,317,215,528,445,449,498,482,449
"PA14_44770",2,26,55,67,280,81,25,117,73,66,161,136,286,259,262,345,285,230
"PA14_44780",18,142,252,221,962,217,138,601,217,262,484,368,1428,1127,989,1314,1165,745
"PA14_44800",0,2,26,12,46,17,18,33,15,25,26,28,84,46,54,78,63,52
"PA14_44820",0,36,44,60,213,29,51,141,53,118,118,77,388,172,178,417,237,204
"PA14_44830",5,37,75,69,464,83,68,256,112,164,286,194,922,517,632,879,698,571
"PA14_44840",15,32,81,83,295,48,83,150,86,109,204,145,718,334,508,674,412,404
"PA14_44850",10,70,247,217,555,135,161,373,248,307,464,403,948,495,614,708,560,482
"PA14_44860",2,27,65,79,236,75,65,124,97,105,181,162,437,147,244,366,239,157
"PA14_44880",1,41,93,122,376,99,79,227,146,145,290,279,665,342,373,684,373,362
"PA14_44890",2,1,3,6,19,3,3,23,12,11,7,8,47,22,30,78,34,35
"PA14_44900",3,47,104,121,280,107,73,137,73,77,147,115,385,202,258,305,348,220
"PA14_44910",4,171,244,406,1242,265,268,758,338,459,799,510,963,627,530,887,762,559
"PA14_44920",48,285,444,592,2213,457,460,1555,619,870,1517,1051,1543,1122,920,1251,1230,811
"PA14_44930",10,66,82,119,482,95,122,307,148,166,283,249,593,279,298,478,417,337
"PA14_44950",13,48,93,166,250,78,104,146,113,219,209,183,378,200,163,528,307,297
"PA14_44960",6,4,23,11,72,10,18,37,19,21,31,31,97,84,85,90,110,87
"PA14_44970",29,160,329,219,1090,276,87,643,272,243,564,501,1244,1216,1390,1562,1671,967
"PA14_44980",7,28,76,83,187,39,38,106,51,56,122,89,405,180,200,627,334,385
"PA14_44990",0,14,14,33,85,23,9,33,11,20,35,31,113,60,59,100,78,66
"PA14_45000",1,0,9,14,22,6,9,7,3,7,9,8,34,21,29,42,29,24
"PA14_45010",0,0,3,4,20,7,9,10,2,2,8,7,52,20,33,40,38,37
"PA14_45020",0,9,10,18,36,1,5,23,4,5,16,23,57,39,39,72,55,55
"PA14_45030",1,9,3,2,19,8,5,12,5,6,15,13,19,18,22,30,24,19
"PA14_45050",9,3,33,20,45,21,7,24,24,18,32,28,49,40,49,56,65,48
"PA14_45060",0,7,0,0,10,3,1,7,2,3,4,1,15,4,21,11,11,11
"PA14_45070",5,16,58,57,204,55,12,109,56,78,95,69,286,172,179,369,241,227
"PA14_45090",5,20,43,66,174,33,24,82,40,47,92,57,241,125,144,231,227,172
"PA14_45100",2,35,36,44,235,42,34,105,43,49,89,54,342,187,187,353,261,211
"PA14_45110",25,145,110,120,664,83,124,459,130,249,612,206,697,695,405,1285,886,790
"PA14_45120",0,13,7,13,40,10,21,34,7,19,22,23,101,54,75,85,66,51
"PA14_45130",2,1,7,6,17,3,12,8,4,7,6,5,29,22,13,29,29,11
"PA14_45150",7,2,21,19,91,5,16,43,33,30,83,52,134,86,101,180,152,110
"PA14_45170",2,14,37,12,103,26,48,74,30,37,67,69,99,97,98,116,111,99
"PA14_45180",5,10,19,26,96,14,22,48,21,32,63,30,117,112,108,124,104,100
"PA14_45190",3,2,54,19,108,23,42,98,38,52,99,74,130,106,131,135,119,115
"PA14_45210",11,28,44,61,285,49,60,127,35,59,107,87,214,200,127,180,176,190
"PA14_45240",0,5,15,3,26,10,2,20,6,14,15,16,47,27,46,51,50,57
"PA14_45250",12,25,102,133,425,92,62,237,105,105,232,180,253,170,169,232,221,185
"PA14_45260",16,84,196,316,543,159,121,308,145,199,383,340,1003,682,683,984,722,729
"PA14_45280",87,245,636,1175,2221,636,562,1090,533,970,1344,1228,2833,1834,1742,2017,1577,1511
"PA14_45290",23,150,353,500,1321,344,257,607,249,405,684,707,2069,1232,1283,1516,1250,923
"PA14_45300",41,212,351,733,1895,513,456,898,381,781,1081,1065,2703,1724,1625,1913,1703,1248
"PA14_45310",132,704,1334,2469,5817,1493,1417,2703,1295,2568,3386,2876,7163,4725,4717,5641,4372,4055
"PA14_45330",28,259,418,801,1985,504,374,1099,488,773,1212,963,2419,1201,1384,2024,1469,1236
"PA14_45340",13,119,191,378,833,287,180,489,290,309,535,491,1187,619,740,1172,633,781
"PA14_45350",33,294,569,971,2138,674,458,1146,636,793,1201,1133,2639,1827,1826,2718,1611,1597
"PA14_45370",16,105,155,260,517,147,114,332,141,201,305,312,1456,756,806,1448,822,833
"PA14_45380",33,85,243,300,557,192,140,375,188,320,439,316,597,555,384,758,551,603
"PA14_45400",74,408,1149,1658,3597,1408,406,1174,668,512,900,882,3895,3227,3061,3666,3028,2971
"PA14_45410",0,49,84,121,445,157,46,143,56,42,99,69,731,344,492,423,499,300
"PA14_45430",7,32,99,81,300,58,47,174,55,108,211,132,377,290,317,302,343,301
"PA14_45440",13,33,45,109,215,63,58,131,73,107,163,111,254,163,166,357,222,278
"PA14_45450",6,27,55,56,115,21,15,108,46,56,95,83,147,91,107,171,135,137
"PA14_45460",6,51,166,161,362,145,162,273,141,172,360,258,300,289,256,321,306,268
"PA14_45470",0,5,16,17,61,20,36,58,22,17,34,25,39,42,41,45,63,51
"PA14_45480",64,312,505,1470,3061,1073,306,1246,470,555,901,698,2618,1841,1964,1820,1652,1421
"PA14_45500",53,522,583,1665,5469,1309,388,1949,599,740,1496,811,4606,2959,3394,3479,3304,2740
"PA14_45510",29,198,433,982,2333,678,208,758,260,334,679,531,3510,2454,2906,2877,2638,2337
"PA14_45520",31,301,622,1076,2822,814,265,1085,455,625,969,848,2804,1759,1835,2688,2126,1963
"PA14_45540",44,173,406,867,1712,686,168,683,272,295,655,509,2123,1232,1511,1849,1455,1435
"PA14_45560",53,329,952,1883,3961,1488,401,1335,592,676,1230,1028,3073,2100,2347,2090,2121,1637
"PA14_45580",121,799,1305,2717,7577,2340,618,2611,1114,1070,2272,1633,5671,4786,4660,4487,4488,3803
"PA14_45590",181,1306,2159,5344,14186,3953,1165,4838,1821,1933,3820,2642,10162,7400,7391,8834,7838,7271
"PA14_45610",64,776,910,2190,6949,1600,605,2533,954,1283,2308,1785,5639,4019,4012,4400,4343,3345
"PA14_45620",20,204,206,539,2023,413,181,763,282,302,609,439,2285,1406,1602,2164,1636,1233
"PA14_45630",70,291,656,1024,3076,1001,303,1390,589,609,1307,1307,4339,2472,3519,4165,3342,2777
"PA14_45640",152,540,1276,2107,5444,1811,641,2309,999,1700,2585,2404,5794,3057,4459,5469,4411,3749
"PA14_45660",23,251,382,753,2458,610,161,893,255,638,1030,734,3159,2140,2510,3167,2590,2404
"PA14_45680",23,163,394,796,1815,629,184,685,216,525,1025,677,1380,1012,960,1388,938,965
"PA14_45700",4,55,127,245,509,110,121,258,118,193,256,208,317,300,237,278,250,211
"PA14_45710",8,74,114,308,533,150,150,318,105,250,314,210,405,352,304,367,309,323
"PA14_45720",3,47,125,241,559,198,67,239,103,187,238,249,510,363,412,292,318,315
"PA14_45740",8,56,85,238,390,185,60,188,85,118,230,204,580,383,490,477,444,478
"PA14_45760",38,80,135,315,631,242,92,267,137,216,332,300,616,390,486,526,496,614
"PA14_45770",29,95,121,246,664,227,91,292,138,183,381,259,905,597,654,635,604,514
"PA14_45780",40,155,299,531,1141,397,150,544,197,406,629,563,1189,990,971,1036,892,740
"PA14_45790",46,198,315,658,2034,459,217,829,258,492,998,657,1735,1349,1409,1644,1431,1415
"PA14_45800",35,261,494,834,2007,633,305,1030,476,589,1078,822,2141,1323,1465,2392,1727,1616
"PA14_45810",8,85,130,275,705,190,68,414,122,207,307,236,868,489,578,1182,722,663
"PA14_45830",41,129,331,842,1687,643,63,357,100,167,318,197,1975,1112,1288,2104,1484,1716
"PA14_45840",137,777,1722,2094,5365,1642,1228,3035,1535,2208,3218,2556,4086,3872,2886,4785,3444,3386
"PA14_45850",27,107,223,357,531,258,213,352,220,257,390,444,839,513,559,886,488,812
"PA14_45870",18,90,190,311,723,263,212,505,245,304,465,341,913,737,748,758,787,637
"PA14_45880",23,50,96,221,618,171,185,395,138,217,345,225,512,437,411,655,448,377
"PA14_45890",2,30,45,34,118,24,12,61,21,20,58,54,101,91,78,82,97,61
"PA14_45910",0,25,11,28,97,23,33,67,20,37,61,45,79,66,72,64,75,59
"PA14_45920",3,21,33,53,133,45,27,106,43,52,92,85,195,192,169,275,194,227
"PA14_45930",22,76,165,140,652,159,83,286,173,230,420,301,637,466,528,561,535,563
"PA14_45940",55,629,353,1050,4590,641,1296,3399,1118,1932,2868,1675,4186,2825,2732,4376,3251,3498
"PA14_45950",37,260,393,391,1276,337,267,826,380,429,762,740,3967,577,1340,2834,3939,540
"PA14_45960",277,1940,3373,4927,16998,4331,2733,10012,4889,4688,8193,6977,10683,8919,7541,9068,8738,6275
"PA14_45970",34,305,871,730,2976,952,472,1547,843,869,1691,1823,2545,2845,3388,1935,2286,1880
"PA14_45980",0,3,2,14,22,8,1,22,4,10,15,3,47,27,45,51,40,29
"PA14_46000",1,4,9,17,39,7,5,36,5,18,24,11,44,21,25,34,31,35
"PA14_46010",0,6,23,38,53,15,30,46,23,27,63,47,78,61,77,93,78,78
"PA14_46020",4,37,34,38,115,28,54,75,45,55,66,45,180,139,105,158,126,142
"PA14_46030",20,44,131,262,554,228,30,153,49,19,62,39,687,265,352,714,507,500
"PA14_46060",6,54,71,74,242,46,28,140,97,72,171,132,241,263,240,327,255,318
"PA14_46070",0,2,0,15,26,6,3,11,2,6,16,7,35,19,17,42,30,34
"PA14_46080",0,3,3,7,10,6,1,8,3,2,11,3,15,9,13,22,13,14
"PA14_46100",0,3,9,7,15,1,5,4,2,6,18,5,20,14,24,19,18,17
"PA14_46110",0,0,3,6,18,0,2,11,8,1,10,10,24,16,11,30,32,13
"PA14_46120",0,0,3,11,19,5,12,10,9,13,9,4,53,46,36,71,48,49
"PA14_46140",0,7,18,12,38,15,6,32,10,9,33,10,80,57,62,77,61,54
"PA14_46150",0,58,73,65,455,82,32,226,74,101,174,127,511,429,532,425,529,277
"PA14_46160",107,513,1479,844,1408,1110,596,1630,941,1113,2480,2344,3177,879,3337,1773,5209,1906
"PA14_46170",5,19,46,99,262,68,151,203,74,106,190,121,250,192,229,243,199,207
"PA14_46180",0,1,11,0,8,6,6,4,1,1,5,14,6,3,15,9,10,13
"PA14_46200",14,27,44,60,181,50,56,102,39,69,111,92,189,131,149,194,175,162
"PA14_46220",3,27,24,23,130,28,27,69,40,26,60,73,136,69,108,105,97,90
"PA14_46230",2,3,7,10,44,11,11,23,5,15,36,24,82,42,51,97,82,81
"PA14_46240",43,174,480,751,1598,596,335,760,376,442,780,716,1973,1381,1387,1872,1538,1523
"PA14_46250",14,35,89,106,337,85,74,145,74,79,160,138,372,271,252,304,290,270
"PA14_46260",9,29,61,75,184,71,20,114,59,65,105,78,266,213,229,199,269,238
"PA14_46270",7,62,131,161,402,120,72,312,134,113,230,180,351,327,363,303,335,314
"PA14_46280",3,36,23,68,334,57,7,115,37,19,77,45,551,393,466,523,771,443
"PA14_46290",2,50,115,146,498,139,124,262,126,189,300,200,330,267,239,404,340,402
"PA14_46300",0,13,21,30,76,16,24,34,25,28,42,14,155,125,94,118,137,122
"PA14_46310",1,17,47,37,135,45,41,58,26,47,101,43,214,113,122,259,120,198
"PA14_46320",6,30,39,109,336,83,115,152,106,137,192,126,279,245,234,236,245,214
"PA14_46330",0,5,3,36,34,10,8,29,11,19,19,10,60,30,34,63,44,68
"PA14_46340",25,25,79,82,261,47,77,161,84,107,174,148,228,173,176,335,261,252
"PA14_46360",3,16,124,130,336,106,68,261,98,98,247,162,244,223,233,323,292,293
"PA14_46370",0,13,17,29,75,23,21,58,25,37,64,52,105,78,84,67,82,63
"PA14_46380",0,12,1,8,35,12,15,20,7,5,25,18,97,41,49,101,96,77
"PA14_46390",6,9,15,50,99,9,12,66,30,31,47,38,76,49,48,85,79,48
"PA14_46400",12,20,75,44,242,83,51,132,80,54,194,115,234,176,171,191,186,168
"PA14_46420",0,14,19,17,97,16,21,45,12,31,79,48,70,66,57,62,67,72
"PA14_46430",4,44,80,127,332,61,74,217,114,118,233,132,329,229,231,311,288,252
"PA14_46440",14,88,159,224,528,126,94,356,152,178,332,234,613,409,430,763,595,536
"PA14_46450",21,147,218,434,1306,300,213,657,333,418,732,441,1374,902,776,1505,1121,1200
"PA14_46460",4,25,59,86,202,35,59,160,82,69,120,85,174,69,88,240,111,88
"PA14_46470",17,24,59,91,189,52,71,120,45,148,128,118,257,184,181,398,284,302
"PA14_46480",0,1,28,29,74,24,18,64,27,26,71,40,75,72,62,112,78,86
"PA14_46490",0,19,25,24,114,20,15,78,21,23,89,33,138,119,133,182,145,162
"PA14_46510",168,1038,1955,2112,8673,2095,1714,5594,2654,3049,6001,5147,9301,5923,6503,6682,6049,5639
"PA14_46520",185,1518,2029,3229,12427,2708,2671,7382,3313,5233,8676,6210,12891,7130,7328,10861,8371,8553
"PA14_46530",37,186,376,342,1027,330,284,972,592,470,1015,867,2009,809,1085,2975,1337,1412
"PA14_46540",207,989,1616,2212,6777,1667,1586,4516,2347,3592,5742,3989,6209,3725,3037,6482,4474,4110
"PA14_46550",74,489,466,554,3004,572,556,2167,1065,1077,2285,1584,1844,1759,1070,1693,1260,912
"PA14_46560",5,19,1,8,34,11,14,30,25,12,46,22,52,35,39,56,39,40
"PA14_46570",11,62,165,235,466,165,148,302,155,174,290,197,488,299,329,653,448,488
"PA14_46580",3,1,6,8,22,9,2,10,11,5,21,16,29,17,36,24,27,31
"PA14_46590",2,11,29,49,119,32,27,71,47,33,84,77,80,96,62,104,81,85
"PA14_46600",0,2,5,12,18,6,0,17,4,4,11,11,28,9,8,15,15,21
"PA14_46610",6,12,28,34,107,45,28,68,43,38,59,43,133,96,98,115,99,78
"PA14_46620",7,38,56,81,253,110,36,192,98,56,129,147,317,248,260,350,315,270
"PA14_46630",2,25,22,46,113,33,21,60,55,56,101,61,96,98,62,127,88,92
"PA14_46640",0,8,11,15,31,7,19,33,21,4,35,15,87,46,48,117,86,47
"PA14_46650",6,13,17,22,97,28,27,71,32,74,59,42,114,83,84,151,101,114
"PA14_46660",7,18,3,18,100,23,25,54,21,24,45,45,122,82,98,203,132,116
"PA14_46670",1,21,24,26,176,51,15,88,45,38,87,47,132,93,119,212,141,105
"PA14_46680",36,58,200,260,545,185,199,277,159,279,343,349,741,506,552,721,488,514
"PA14_46700",0,0,3,16,31,19,1,38,4,14,34,16,47,45,50,67,48,59
"PA14_46710",10,25,48,71,151,52,40,74,71,88,146,66,168,112,103,164,107,126
"PA14_46720",7,46,99,146,327,94,54,203,94,140,194,125,472,292,354,587,468,535
"PA14_46740",22,65,98,143,462,105,91,232,98,179,342,149,577,377,386,687,443,480
"PA14_46750",19,69,133,258,769,138,126,367,134,212,418,269,679,579,540,843,726,692
"PA14_46760",0,34,42,75,251,60,58,171,54,52,123,89,237,203,194,309,289,197
"PA14_46770",6,85,133,240,704,133,63,268,86,190,264,176,596,487,328,679,591,549
"PA14_46780",9,50,92,124,408,85,56,174,63,96,216,116,362,245,283,475,458,410
"PA14_46800",2,2,7,7,44,17,2,15,2,6,17,9,22,26,39,25,30,25
"PA14_46810",27,162,255,278,1029,270,212,456,170,314,563,504,964,832,758,818,917,822
"PA14_46820",4,64,76,162,526,162,93,272,85,138,301,169,849,573,660,1085,871,826
"PA14_46830",12,49,44,94,381,62,34,132,43,78,182,78,565,337,399,681,618,431
"PA14_46840",23,308,363,621,2099,439,1000,2025,800,902,2042,1335,1510,1664,1155,1551,1293,1299
"PA14_46850",0,6,8,1,18,2,7,6,5,9,8,16,35,25,21,44,25,22
"PA14_46860",4,9,23,29,67,7,41,45,3,41,70,49,109,90,86,100,120,102
"PA14_46880",7,48,104,186,435,130,54,205,106,106,251,159,653,432,474,694,600,612
"PA14_46890",36,356,422,877,3493,521,528,1563,513,1186,1719,947,3358,2904,2545,4161,3228,3687
"PA14_46900",0,7,9,2,54,35,0,33,12,17,37,25,83,72,106,101,103,69
"PA14_46910",86,570,822,1130,5194,1016,683,2696,1125,1386,2585,1828,6247,3583,4526,7390,6100,6411
"PA14_46920",22,100,158,190,776,183,146,429,175,276,420,417,1048,732,766,1159,783,844
"PA14_46930",14,111,159,241,941,178,186,478,162,335,484,347,1114,701,803,1270,964,1150
"PA14_46950",49,289,409,577,2402,562,327,1165,471,714,1384,1040,1937,1658,1565,1959,1885,2077
"PA14_46960",22,176,198,293,1239,304,167,686,283,332,714,519,1275,994,1244,1131,1189,1145
"PA14_46970",35,620,628,787,5515,959,555,2580,986,1454,3081,2060,4946,4192,4624,5364,5352,5764
"PA14_46980",20,89,151,181,655,201,131,382,209,290,380,413,650,562,604,497,556,523
"PA14_46990",5,18,27,36,129,29,19,81,49,26,108,81,231,175,244,223,232,226
"PA14_47000",1,9,3,4,40,0,3,19,0,3,30,24,68,39,23,76,61,63
"PA14_47010",1,30,53,85,145,33,63,156,82,57,158,114,330,192,196,346,282,226
"PA14_47030",0,11,30,23,105,17,34,46,24,36,68,37,147,61,92,125,87,94
"PA14_47040",17,122,222,289,905,213,200,432,225,314,456,413,1125,807,745,570,616,478
"PA14_47060",1,4,16,16,99,8,33,53,16,37,60,49,102,111,90,134,111,120
"PA14_47070",0,3,7,7,30,8,3,11,12,6,14,1,29,20,17,37,27,28
"PA14_47080",5,16,46,48,122,43,42,79,53,60,143,113,140,124,129,132,126,97
"PA14_47090",70,423,715,1325,4296,960,741,2152,838,1341,2408,1586,3053,2712,2272,2812,2931,2765
"PA14_47100",3,12,17,38,150,43,15,76,20,41,70,47,172,136,121,147,148,133
"PA14_47110",1,4,17,34,81,18,9,40,10,18,26,25,115,72,85,66,111,72
"PA14_47120",232,1871,1967,4409,21633,3838,1520,7445,2658,2043,4408,2868,19917,10780,15223,22190,20015,19068
"PA14_47130",89,1514,953,2982,17387,2005,892,5350,1446,1460,3482,1841,14642,6625,10372,14944,13910,11418
"PA14_47140",0,0,10,13,39,6,5,25,2,5,29,8,52,31,28,45,35,25
"PA14_47150",2,22,26,86,67,40,17,47,26,21,41,39,81,77,81,103,82,77
"PA14_47160",0,3,10,33,49,10,16,15,12,18,25,15,35,28,35,48,38,31
"PA14_47180",3,6,6,6,48,12,19,17,12,8,23,15,37,33,42,71,55,50
"PA14_47190",16,16,48,39,123,37,16,64,30,36,41,44,154,95,112,165,164,164
"PA14_47210",0,5,7,9,35,11,7,29,12,10,9,20,60,49,40,64,73,54
"PA14_47230",0,3,71,50,195,85,42,117,98,64,140,126,119,189,149,103,164,80
"PA14_47240",6,18,31,30,98,21,44,88,44,37,96,74,145,131,131,200,185,190
"PA14_47250",0,4,28,49,126,27,30,59,26,48,76,37,186,126,148,162,174,163
"PA14_47260",1,9,27,32,93,33,39,67,40,24,45,48,122,78,86,109,96,97
"PA14_47270",4,31,32,42,133,34,26,62,28,35,90,50,272,152,167,264,221,179
"PA14_47280",12,14,48,88,201,46,52,151,83,84,143,80,142,134,119,171,181,153
"PA14_47300",1,18,5,16,94,15,14,42,8,32,25,25,87,51,66,69,78,78
"PA14_47310",18,83,193,148,554,153,128,400,199,154,307,315,291,354,275,259,277,230
"PA14_47320",24,133,436,486,1214,419,346,852,524,476,742,813,1088,839,815,870,853,812
"PA14_47330",19,156,241,407,1498,371,298,805,455,505,704,633,1147,1011,945,940,865,821
"PA14_47340",5,118,192,180,926,211,151,529,197,154,388,382,690,625,567,551,550,415
"PA14_47350",8,46,159,141,439,155,98,245,155,174,213,177,834,594,683,675,608,378
"PA14_47360",12,48,132,148,369,70,88,200,95,192,217,179,630,365,374,602,480,442
"PA14_47370",0,2,14,10,33,10,6,24,21,19,18,18,63,17,52,50,42,26
"PA14_47380",0,3,1,2,18,7,5,12,2,4,14,18,45,21,17,38,31,18
"PA14_47390",3,8,8,8,62,5,20,32,16,22,37,22,53,31,24,44,36,23
"PA14_47400",7,3,9,2,33,3,10,17,4,12,23,12,20,15,18,24,19,21
"PA14_47410",0,14,14,18,95,17,19,69,39,17,70,32,104,66,78,127,114,86
