"gene_id","Raw Counts WT Replicate 1","Raw Counts WT Replicate 2","Raw Counts WT Replicate 3","Raw Counts II1046 Replicate 1","Raw Counts II1046 Replicate 2","Raw Counts II1046 Replicate 3"
"BP1026B_I3689",2239,2160,2679,3070,2937,3393
"BP1026B_I3690",4020,3775,4649,4889,4946,5667
"BP1026B_I3691",2868,3559,4542,5616,5752,6509
"BP1026B_I3692",1872,2050,2537,2242,2243,2498
"BP1026B_I3693",1840,1155,1340,1057,1017,1167
"BP1026B_I3694",144,79,88,98,83,123
"BP1026B_I3695",873,565,676,778,760,790
"BP1026B_I3696",2044,1370,1599,1283,1309,1409
"BP1026B_I3697",781,803,965,744,775,917
"BP1026B_I3698",637,480,582,450,453,554
"BP1026B_I3699",2279,2168,2554,2112,2164,2348
"BP1026B_I3700",113,99,114,81,111,109
"BP1026B_I3701",141,90,119,88,92,94
"BP1026B_I3702",866,870,961,1040,1089,1231
"BP1026B_I3703",593,432,479,364,357,385
"BP1026B_I3704",765,465,518,390,396,459
"BP1026B_I3705",177,107,134,178,146,172
"BP1026B_I3706",54,48,45,64,61,78
"BP1026B_I3707",291,201,255,142,155,184
"BP1026B_I3708",80,43,69,39,35,41
"BP1026B_I3709",166,157,212,80,82,88
"BP1026B_I3710",491,349,373,336,368,362
"BP1026B_I3711",1079,702,856,679,708,730
"BP1026B_I3712",981,625,738,867,861,927
"BP1026B_I3713",388,158,181,227,205,237
"BP1026B_I3714",4776,2828,3269,1856,1884,2080
"BP1026B_I3715",1204,664,773,551,530,632
"BP1026B_I3716",493,321,366,361,315,383
"BP1026B_I3717",3850,3588,4469,4708,4539,5186
"predicted RNA",149,124,165,211,189,231
"BP1026B_I3718",1618,1791,2178,2528,2546,2746
"BP1026B_I3719",2586,1509,1681,1256,1180,1364
"BP1026B_I3720",951,541,608,557,576,611
"BP1026B_I3721",1345,805,1021,733,773,926
"BP1026B_I3722",3099,2124,2396,1581,1533,1647
"BP1026B_I3723",4175,2958,3385,2860,2716,2978
"BP1026B_I3724",5981,3966,4793,3854,3525,4042
