"gene_id","MOPS.2.hr...M.2.1","MOPS.2.hr...M.2.2","MOPS.2.hr...M.2.3","Lignin.2.hr...L.2.1","Lignin.2.hr...L.2.2","Lignin.2.hr...L.2.3","MOPS.20.min...M.20.1","MOPS.20.min...M.20.2","MOPS.20.min...M.20.3","Lignin.20.min...L.20.1","Lignin.20.min...L.20.2","Lignin.20.min...L.20.3"
"SARs229",27,23,20,21,59,87,48,47,63,59,50,65
"SARs230",170,154,77,126,189,176,201,164,292,222,554,477
"SARs231",0,0,0,0,0,0,0,0,0,0,0,0
"SARs232",2,6,3,9,7,9,4,5,4,1,9,6
"SARs233",16,98,70,28,19,11,62,63,137,39,63,76
"SARs234",5,6,11,28,49,50,57,54,47,46,98,75
"SARs235",0,0,0,0,1,0,0,0,0,1,0,0
"SARs236",21,24,13,35,76,113,65,52,46,61,106,96
"SARs237",213,305,227,466,784,820,1066,1182,727,852,1271,1222
"SARs238",596,649,629,1519,2136,2356,1546,1308,870,1754,1135,1075
"SARs239",0,81,0,0,0,0,0,0,0,0,0,0
"SARs240",842,481,383,1170,1547,1582,1796,1475,1611,1916,3224,3123
"SARs241",4,6,7,9,18,21,17,13,19,12,31,31
"SARs242",0,0,0,0,0,0,0,0,0,0,0,0
"SARs243",27,84,77,55,109,143,158,218,196,253,336,326
"SARs244",0,0,0,0,0,0,0,0,0,0,0,0
"SARs245",406,491,482,1094,1875,1762,240,145,228,717,370,323
"SARs246",184,210,146,179,232,252,336,325,334,281,215,208
"SARs247",528,1264,1036,1357,1662,1208,3387,2971,1998,2221,2963,2432
"SARs248",2293,3833,3218,6495,6916,7324,3047,3292,2956,7778,5262,5220
"SARs249",0,0,0,0,0,3,0,0,0,0,0,0
"SARs250",0,1,0,0,1,0,0,0,0,0,0,0
"SARs251",10,22,11,6,11,16,10,20,13,8,38,26
"SARs252",4,5,8,30,7,16,1,9,8,7,4,4
"SARs253",0,0,0,0,0,0,0,0,0,0,0,0
"SARs254",0,0,0,0,0,0,0,0,0,0,0,0
"SARs255",0,0,0,0,0,0,0,0,0,0,0,0
"SARs256",148,325,282,542,713,781,308,327,322,398,251,282
"SARs257",210,190,155,265,420,507,948,934,1760,811,1176,1353
"SARs258",0,0,0,3,0,2,0,0,5,0,1,2
"SARs259",17,46,19,41,46,69,58,55,37,32,64,48
"SARs260",108,184,151,392,363,285,155,89,81,205,211,207
"SARs261",0,0,0,0,0,0,0,0,0,0,0,0
"SARs262",833,1082,730,937,1052,1324,3454,3420,2840,2613,2263,3053
"SARs263",487,527,454,956,930,1172,546,534,637,849,315,366
"SARs264",0,0,0,0,0,0,0,0,0,0,0,0
"SARs265",57,33,35,58,180,189,81,86,70,104,116,105
"SARs266",0,0,0,1,0,1,0,0,0,0,0,0
"SARs267",0,0,0,0,1,0,0,0,0,0,0,0
"SARs268",0,0,0,0,0,0,0,0,0,0,0,0
"SARs269",0,0,0,0,0,0,0,0,0,0,0,0
"SARs270",0,1,0,0,0,0,0,1,0,0,1,1
"SARs271",0,0,0,0,0,0,0,0,0,0,0,0
"SARs272",0,0,0,0,1,7,0,0,0,1,1,0
"SARs273",91,141,159,355,261,233,49,36,24,85,52,76
"SARs274",1699,2447,1985,4388,6900,7859,1228,1541,1163,4092,2001,1880
"SARs275",100,135,115,248,769,770,276,290,177,133,256,367
"SARs276",0,0,0,0,0,0,0,0,0,0,0,0
"SARs277",0,0,0,0,0,0,0,0,0,0,0,0
"SARt001",0,0,0,0,0,0,0,0,0,0,0,0
"SARt002",0,1,0,0,2,0,1,0,3,1,0,0
"SARt003",0,0,0,0,0,21,0,0,0,3,5,2
"SARt004",0,0,1,0,0,1,0,0,0,0,0,0
"SARt005",0,0,0,0,0,0,0,0,0,0,0,0
"SARt006",0,0,0,0,0,0,0,0,0,0,0,0
"SARt007",0,0,0,1,0,0,0,0,0,0,0,0
"SARt008",0,8,5,1,3,6,3,1,0,2,2,2
"SARt009",0,0,0,0,0,0,0,0,0,0,0,0
"SARt010",0,0,0,0,0,0,0,0,0,0,0,0
"SARt011",0,3,3,0,2,2,0,1,0,0,0,0
"SARt012",0,0,1,2,0,1,0,0,0,1,0,3
"SARt013",0,0,0,0,0,0,0,0,0,0,0,0
"SARt014",0,0,0,0,0,1,0,0,0,0,1,0
"SARt015",1,0,0,0,0,0,0,0,1,0,0,0
"SARt016",0,3,1,0,0,0,0,0,0,0,0,0
"SARt017",0,0,1,0,2,1,0,0,0,0,0,0
"SARt018",0,0,0,0,0,0,0,0,0,0,0,0
"SARt019",0,0,2,0,0,0,0,0,0,0,0,0
"SARt020",1,0,0,0,0,0,0,0,0,0,0,0
"SARt021",0,0,0,0,0,0,0,0,0,0,1,0
"SARt022",0,0,0,0,0,0,0,0,0,0,0,0
"SARt023",0,0,0,1,0,0,0,0,0,0,0,0
"SARt024",0,0,1,1,0,2,0,0,0,0,0,0
"SARt025",0,2,0,0,0,0,0,2,0,0,0,0
"SARt026",0,2,1,0,0,6,0,0,0,0,0,0
"SARt027",0,0,0,1,0,1,0,0,0,0,0,0
"SARt028",0,0,0,0,0,1,0,0,0,1,0,0
"SARt029",0,0,0,2,0,0,0,0,3,2,0,0
"SARt030",0,0,0,0,2,0,1,0,2,0,0,0
"SARt031",0,1,0,0,0,2,0,1,2,1,0,0
"SARt032",0,2,0,4,0,0,3,4,0,1,0,0
"SARt033",0,0,3,0,0,0,0,0,1,0,0,0
"SARt034",0,1,0,0,0,0,0,0,0,0,0,0
"SARt035",0,0,0,0,0,0,0,3,0,0,0,2
"SARt036",0,5,0,0,0,1,0,0,0,0,0,0
"SARt037",1,12,8,13,28,21,12,29,17,14,11,12
"SARt038",0,0,1,0,0,6,0,0,0,0,0,1
"SARt039",0,12,2,9,4,0,6,9,3,2,0,9
"SARt040",0,0,0,0,0,0,0,0,0,0,0,0
"SARt041",0,0,0,0,0,0,0,0,0,1,2,0
"SARt042",0,6,0,0,1,4,0,1,2,0,2,0
"SARt043",0,0,1,0,0,0,0,0,0,0,0,0
"SARt044",0,1,0,0,0,0,0,3,0,0,0,0
"SARt045",2,5,11,6,2,13,3,20,12,9,6,11
"SARt046",0,1,0,1,0,0,0,0,0,1,0,2
"SARt047",0,7,4,10,3,13,0,2,9,2,3,1
"SARt048",0,0,0,0,0,2,0,1,0,0,0,0
"SARt049",0,0,0,0,0,1,0,0,2,0,0,0
"SARt050",0,2,0,0,0,2,0,0,0,0,0,0
"SARt051",0,3,4,7,2,1,0,0,0,0,1,3
"SARt052",0,0,0,0,0,0,0,0,0,0,0,1
"SARt053",0,0,0,0,0,0,0,0,0,0,0,0
"SARt054",0,0,0,0,0,0,0,0,0,0,0,0
"SARt055",0,0,0,0,0,0,0,0,0,0,0,0
"SARt056",0,13,6,0,4,14,0,0,0,0,0,3
"SARt057",0,0,5,0,0,9,0,0,4,0,0,0
"SARt058",0,0,0,0,0,2,0,0,0,0,0,1
"SARt059",0,0,0,0,0,0,0,0,0,0,0,0
"SARt060",0,1,1,0,0,0,0,0,0,0,0,0
"sasA",10159,21144,19308,26526,32651,33993,7135,8934,9617,28429,20028,17164
"sasC",298,550,445,773,1026,926,759,885,819,924,2674,1966
"sasD",30141,43279,38844,2696,2103,2202,16355,20861,14767,12480,3550,3706
"sasF",8140,8979,7831,26443,34086,31237,4478,4390,1713,38785,23859,23089
"sasH",448,1144,932,627,408,488,392,544,747,680,1025,748
"sbi",2720,885,763,767,925,731,908,1111,3153,294,1958,1833
"scdA",2356,4389,3688,1467,1281,1687,2138,1720,630,2805,2022,2021
"scrA",10894,14590,12583,8336,11163,10530,52875,87025,30172,12268,7024,5557
"scrB",1176,1444,1112,2572,3349,3850,9481,10548,5860,3543,3064,2964
"scrR",43,120,112,80,101,156,418,560,289,42,141,105
"sdhA",19109,31428,26856,43871,43917,47556,37682,46575,49142,27960,12165,10668
"sdhB",12693,16299,14564,14218,17812,20283,17714,21745,19359,10130,4037,3761
"sdhC",2186,2397,2180,4381,5911,6640,6264,6743,10389,5932,3371,3555
"sdrC",136,471,399,432,312,384,229,206,224,739,1318,1226
"secA",5629,11652,10038,15400,17693,18730,36596,40007,30945,21916,18101,19179
"secE",166,366,281,690,519,617,750,950,902,728,615,536
"secF",3670,3850,3444,8806,10476,10940,9947,10922,17342,15248,18206,17763
"secG",491,228,225,263,470,521,760,643,775,591,631,602
"secY_1",37523,37244,33683,48230,67330,69396,73086,131522,152885,113507,144031,135699
"secY_2",94,140,111,451,441,478,191,192,264,430,664,597
"serS",7239,13291,10805,23528,33970,38602,16800,11155,7298,46151,12646,12365
"set1",14,22,24,10,19,16,36,53,38,19,110,85
"set3",8,25,28,11,13,16,27,27,28,14,177,132
"set4",8,39,37,19,19,29,24,37,27,34,82,48
"set5",12,31,29,16,5,22,22,30,20,5,40,44
"sigB",4153,5344,4104,17065,14324,16954,10069,10370,9011,13062,10409,9577
"sigH",551,394,307,941,1294,1440,2701,2368,1639,1933,1330,1478
"sirA",49,114,95,140,105,135,120,243,154,347,386,328
"sirB",41,110,82,232,273,261,125,213,200,543,453,387
"sirC",2508,2232,2038,6173,9086,9370,5976,4576,4460,6657,6296,6327
"sirR",1139,2114,1819,1812,1722,2320,2568,2948,2714,1192,1347,1397
"smpB",2633,4038,3380,8114,7740,8044,3505,4639,3758,5769,4857,4210
"sodA",15877,13281,11869,26017,52493,37661,25010,17460,25405,65916,53048,56858
"sodM",255,366,320,363,357,426,455,425,603,363,395,415
"spa",153685,129260,121355,48018,64135,87700,141090,95759,131483,308667,52889,66421
"spc1",0,0,0,0,0,0,0,0,0,0,0,0
"spc2",0,0,0,0,0,0,0,0,0,0,0,0
"splC",27,59,57,107,143,117,51,39,65,136,262,190
"splE",7,26,13,39,46,58,47,23,44,40,157,108
"splF",6,32,24,45,36,40,16,13,25,32,96,68
"spoVG",17631,23812,20663,37789,40095,42622,21450,17603,19553,33852,19620,18647
"spsA",73,134,93,229,225,317,522,544,1212,580,830,839
"spsB",393,421,364,552,489,741,1335,1291,3025,1573,1616,2201
"spxA",72887,52570,50911,27583,56585,64504,63601,52409,70496,78370,53001,62588
"srrA",9407,10512,9092,5282,4175,6319,13646,12525,7588,8072,5058,5580
"srrB",4010,6174,5038,5474,4441,4643,11659,11232,6193,8739,5582,5852
"srtA",667,1699,1280,1139,2247,2422,3536,3772,4257,1890,1759,1863
"srtB",2,4,1,12,8,13,10,22,29,8,57,42
"ssaA",62,160,121,316,352,439,264,307,354,340,2693,2008
"ssb",6426,5051,4317,12047,13365,14596,14323,24638,42255,40565,40285,40566
"sspA",461,695,610,1046,1132,1065,191,241,343,605,438,334
"sspB",1043,978,937,1326,1970,1801,353,380,618,1134,714,737
"sspC",340,271,220,346,427,433,131,125,163,323,218,197
"sstA",195,214,160,144,296,302,538,455,618,1276,1399,1125
"sstB",123,191,130,260,292,317,786,582,900,2045,1740,1687
"sstC",133,178,152,294,350,311,887,654,1081,2652,2076,1801
"sstD",2244,2143,1905,1917,2401,2860,6149,3818,5784,18831,8885,8337
"sucA",27673,50930,44223,46723,53078,59442,28769,34845,30067,22728,13469,11427
"sucC",17189,50905,43567,24235,19068,19835,22289,28364,19744,11263,8596,8791
"tag",305,569,464,1120,2015,2317,841,842,770,1392,1411,1440
"tagA",43,165,111,289,422,576,627,711,526,241,482,488
"tagB",880,1248,1025,1200,1500,1692,3248,3470,3385,1866,2094,1783
"tagD",206,309,266,178,186,221,619,762,577,321,339,313
"tagG",774,920,758,978,1126,1514,3177,3630,4483,2262,4440,4290
"tagH",1133,2015,1669,2116,1940,2533,4540,4911,3554,2806,3079,3476
"tcaA",459,532,428,589,563,606,1394,1378,2744,1113,1611,1823
"tcaB",81,196,134,168,202,248,400,471,596,305,510,530
"tcaR",1166,415,362,729,956,1024,1344,1234,1299,1431,1933,2142
"tdcB",515,715,576,151,95,101,292,197,50,186,196,135
"tenA",2,18,7,20,16,13,22,18,41,19,114,103
"tgt",1753,1991,1672,2321,1739,2064,13772,16769,20803,5157,10991,14522
"thiD",12,48,36,33,26,56,78,63,84,61,222,170
"thiE",35,61,52,50,85,98,75,83,98,112,306,289
"thiI",352,339,287,618,658,641,885,1410,1290,1797,2486,2397
"thiM",23,48,44,80,60,71,97,77,93,84,306,248
"thl",1830,3520,2937,1640,1196,1364,2920,3462,4577,3509,3720,3906
"thrB",428,546,434,2026,2903,2811,1278,1968,1014,1348,2078,3097
"thrC",812,1391,1168,3399,5226,5028,2168,3501,1569,2193,3174,4628
"thrS",3039,3751,3216,8938,19148,17048,11705,13052,11479,30841,18210,20550
"thyA",1657,1567,1308,5131,6185,6152,2899,2629,2189,5759,6082,5654
"tig",8054,9464,8527,9075,8999,10945,17380,23860,24346,24859,18571,19089
"tmk",79,128,114,192,207,282,344,360,230,207,314,282
"tmRNA",118330,233439,203872,107116,90688,144798,68550,64140,63886,122947,61437,64585
"tnpA1",0,0,0,0,0,0,0,0,0,0,0,0
"tnpA2",0,0,0,0,0,0,0,0,0,0,0,0
"tnpB1",0,0,0,0,0,0,0,0,0,0,0,0
"tnpB2",0,0,0,0,0,0,0,0,0,0,0,0
"tnpC1",0,0,0,0,0,0,0,0,0,0,0,0
"tnpC2",0,0,0,0,0,0,0,0,0,0,0,0
"tnpR",327,342,313,436,577,561,598,443,429,450,460,585
"topA",1297,1626,1302,5905,6148,5748,6304,8152,8003,11109,17102,15185
"tpiA",32363,56315,49659,55673,59044,65708,55863,42065,36475,67248,56090,53870
"tpx",3142,3834,3438,3495,5769,7475,5882,5797,5007,6290,6706,7483
"trap",733,465,476,390,1334,1468,3378,2833,3112,2995,2752,3362
"trmB",3057,3054,2639,4426,4643,5685,5008,5839,4072,6310,4410,4617
"trmD",357,666,579,609,425,491,723,1457,1613,1493,2499,2062
"trmE",420,798,653,1089,1198,1281,1282,1652,1409,1390,5254,3958
"trpA",126,147,145,711,1004,1082,1906,1004,532,2885,8435,9399
"trpB",94,153,138,692,973,986,1841,1012,443,3342,10246,10369
"trpC",33,43,36,208,284,306,727,425,216,1489,6843,6877
"trpD",8,5,0,166,139,168,423,222,165,1315,0,0
"trpE",0,0,0,0,0,0,0,0,0,0,0,0
"trpF",18,38,24,162,252,271,621,340,180,1236,4619,4462
"trpG",0,0,0,0,0,0,28,0,0,81,0,0
"trpS",1589,1671,1473,1156,961,1335,2427,3269,2348,3659,3041,3275
"truA",248,413,335,632,1143,985,3036,3178,3482,2580,2448,2447
"trxA",1596,1752,1475,3415,6082,6913,3338,3380,3870,3069,4144,4623
"trxB",3947,9398,7139,11873,14050,16833,12679,11524,12061,11355,11657,12652
"tsf",8758,14751,12516,16662,16398,21369,19527,23201,33019,25211,29728,28431
"tuf",196029,257628,221669,281830,303395,328920,299155,450932,517770,524075,432750,429752
"tyrS",1196,1090,939,1362,2036,1849,1870,1890,1939,4362,2703,3101
"ubiE",585,1493,1020,2506,2061,2394,2350,2813,2327,2275,2728,2790
"udk",1012,1271,1044,3152,4450,4150,3747,4267,6132,7112,8887,8269
"ugpQ",0,0,0,0,0,0,0,0,0,0,0,0
"uhpT",13704,40732,31584,854,796,845,5224,2847,1339,1260,920,753
"ulaA",651,1533,1306,1912,2931,2868,1003,825,685,725,762,520
"ung",126,183,121,478,610,660,1087,1078,1588,699,974,1095
"upp",8825,14217,12429,15146,17154,18086,19740,17354,18669,20412,11270,10913
"uppP",618,1287,1096,2064,1479,1777,2036,2172,2665,2385,2606,2724
"uppS",252,360,231,547,551,680,1348,1327,2578,694,1752,1879
"ureA",28,143,130,613,563,504,134,105,182,427,590,534
"ureB",153,528,404,2019,1861,1608,480,436,618,1544,2108,1894
"ureC",900,2485,2084,7727,8914,8226,1935,1935,2746,6331,9197,9141
"ureD",634,1254,1105,2749,3824,3528,1240,1032,1453,2885,4314,4469
"ureE",207,414,411,1242,1767,1619,492,473,641,1222,1997,2081
"ureF",411,697,668,1836,2797,2560,852,697,1019,2095,3198,3411
"ureG",436,1466,1160,3600,3709,3369,1006,889,1173,2576,3501,3527
"uvrA",10484,21605,17722,26507,22347,23784,15420,17124,12802,17792,23890,18991
"uvrB",1813,4797,3613,4540,4224,4739,6172,6910,5621,4963,8382,6350
"uvrC",1427,1528,1384,3281,3809,3690,2835,2537,2266,3020,3524,3552
"valS",4323,4878,4084,7812,9472,9405,13654,18515,19447,21696,20575,21678
"veg",2411,3810,2979,2556,1765,3077,2752,2118,3978,985,1602,1430
"vraD",24,29,32,97,170,159,129,147,131,177,475,404
"vraE",53,93,76,161,308,303,273,294,261,374,1218,978
"vraS",377,508,442,620,838,875,3535,3346,7532,1931,2728,2893
"xerD",366,1042,805,643,645,829,1719,2134,1689,740,1580,1227
"xpt",222,154,92,1247,1892,1830,712,692,1617,2956,1533,1595
"xseA",1823,2028,1690,3164,3457,3882,7103,7766,8278,7066,6453,7598
"xylR",0,0,0,0,0,0,0,0,0,0,0,0
"yabJ",14177,15199,13837,27217,42075,46902,21612,17229,19093,31965,21856,22100
"yacO",1530,2398,2016,4182,4458,4614,5057,5349,3258,5564,3231,2907
"yycF",1561,2934,2323,3090,2942,3466,3788,4279,3445,3519,2699,2605
"yycG",4548,6184,5376,7748,9102,9751,11290,12699,9963,11235,7909,7178
"yycH",3997,5076,4287,8745,10390,10969,10556,12384,9388,11751,7808,7022
"yycI",2964,3394,2754,6364,6386,7824,6532,7102,5745,8570,5409,5178
"yycJ",461,1043,762,1319,992,1402,1456,1493,1440,1101,1361,1253
"zur",76,79,64,80,155,71,458,774,618,348,729,620
"zwf",4565,5160,4523,8337,16910,18115,15623,14234,13002,11883,10449,11455
